,FEN
312,3r2k1pbp2ppp1p1qnb23p43P41NPB1Q2PP1B1PPP4R1K1
313,3r2k1pbp2ppp1p1qnb23p1Q23P41NPB4PP1B1PPP4R1K1
314,3r1nk1pbp2ppp1p1q1b23p1Q23P41NPB4PP1B1PPP4R1K1
315,3r1nk1pbp2ppp1p1q1b23p1Q23P1B21NPB4PP3PPP4R1K1
316,3r1nk1pbp2ppp1pq2b23p1Q23P1B21NPB4PP3PPP4R1K1
317,3r1nk1pbp2ppp1pq2b23p1Q23P1B22PB4PP1N1PPP4R1K1
318,2br1nk1p1p2ppp1pq2b23p1Q23P1B22PB4PP1N1PPP4R1K1
319,2br1nk1p1p2ppp1pq2b23p3Q3P1B22PB4PP1N1PPP4R1K1
320,2br1nk1p1p2p1p1pq2bp13p3Q3P1B22PB4PP1N1PPP4R1K1
321,2br1nk1p1p2p1p1pq2bp13p43P1B22PB4PP1NQPPP4R1K1
322,2br2k1p1p2p1p1pq1nbp13p43P1B22PB4PP1NQPPP4R1K1
323,2br2k1p1p2p1p1pq1nbp13p43P42PB2B1PP1NQPPP4R1K1
324,2br2k1pqp2p1p1p2nbp13p43P42PB2B1PP1NQPPP4R1K1
325,2br2k1pqp2p1p1p2nbp13p43P42PB1NB1PP2QPPP4R1K1
326,2br2k1pq3p1p1p2nbp12pp43P42PB1NB1PP2QPPP4R1K1
327,2br2k1pq3p1p1p2nbp12Pp482PB1NB1PP2QPPP4R1K1
328,2br2k1pq3p1p4nbp12pp482PB1NB1PP2QPPP4R1K1
329,2br2k1pq3p1p4nbp12ppN382PB2B1PP2QPPP4R1K1
330,2br2k1pq3p1p4nbp13pN32p52PB2B1PP2QPPP4R1K1
331,2br2k1pq3p1p4nbp13pN32p52P3B1PP2QPPP1B2R1K1
332,2br2k1pq3pbp4n1p13pN32p52P3B1PP2QPPP1B2R1K1
333,2br2k1pq3pbp4n1p13pN32p52P3B1PP2QPPP1B1R2K1
334,3r2k1pq1b1pbp4n1p13pN32p52P3B1PP2QPPP1B1R2K1
335,3r2k1pq1b1pbp4n1p13pN32p52P2QB1PP3PPP1B1R2K1
336,3rb1k1pq3pbp4n1p13pN32p52P2QB1PP3PPP1B1R2K1
337,3rb1k1pq3pbp4n1p13p42N52P2QB1PP3PPP1B1R2K1
338,3rb1k1pq3pbp4n1p182p52P2QB1PP3PPP1B1R2K1
339,3Rb1k1pq3pbp4n1p182p52P2QB1PP3PPP1B4K1
340,3nb1k1pq3pbp6p182p52P2QB1PP3PPP1B4K1
341,3nb1k1pq3pbp6p182p52P3B1PP2QPPP1B4K1
342,4b1k1pq3pbp4n1p182p52P3B1PP2QPPP1B4K1
343,rnbqkbnrpp2pppp2p53p42PP42N5PP2PPPPR1BQKBNR
344,rnbqkb1rpp2pppp2p2n23p42PP42N5PP2PPPPR1BQKBNR
345,rnbqkb1rpp2pppp2p2n23p42PP42N1P3PP3PPPR1BQKBNR
346,rn1qkb1rpp2pppp2p2n23p1b22PP42N1P3PP3PPPR1BQKBNR
347,rn1qkb1rpp2pppp2p2n23P1b23P42N1P3PP3PPPR1BQKBNR
348,rn1qkb1rpp2pppp5n23p1b23P42N1P3PP3PPPR1BQKBNR
349,rn1qkb1rpp2pppp5n23p1b23P41QN1P3PP3PPPR1B1KBNR
350,rnbqkb1rpp2pppp5n23p43P41QN1P3PP3PPPR1B1KBNR
351,rnbqkb1rpp2pppp5n23p43P41QN1PN2PP3PPPR1B1KB1R
352,r1bqkb1rpp2pppp2n2n23p43P41QN1PN2PP3PPPR1B1KB1R
353,r1bqkb1rpp2pppp2n2n23pN33P41QN1P3PP3PPPR1B1KB1R
354,r1bqkb1rpp3ppp2n1pn23pN33P41QN1P3PP3PPPR1B1KB1R
355,r1bqkb1rpp3ppp2n1pn21B1pN33P41QN1P3PP3PPPR1B1K2R
356,r1b1kb1rppq2ppp2n1pn21B1pN33P41QN1P3PP3PPPR1B1K2R
357,r1b1kb1rppq2ppp2n1pn21B1pN33P41QN1P3PP1B1PPPR3K2R
358,r1b1k2rppq2ppp2nbpn21B1pN33P41QN1P3PP1B1PPPR3K2R
359,r1b1k2rppq2ppp2nbpn21B1pN33P1P21QN1P3PP1B2PPR3K2R
360,r1b2rk1ppq2ppp2nbpn21B1pN33P1P21QN1P3PP1B2PPR3K2R
361,r1b2rk1ppq2ppp2nbpn21B1pN33P1P21QN1P3PP1B2PP2R1K2R
362,r1b2rk1ppq2ppp2n1pn21B1pb33P1P21QN1P3PP1B2PP2R1K2R
363,r1b2rk1ppq2ppp2n1pn21B1pP33P41QN1P3PP1B2PP2R1K2R
364,r1b1nrk1ppq2ppp2n1p31B1pP33P41QN1P3PP1B2PP2R1K2R
365,r1b1nrk1ppq2ppp2n1p31B1pP33P41QN1P3PP1B2PP2R2RK1
366,r1b1nrk1ppq3pp2n1pp21B1pP33P41QN1P3PP1B2PP2R2RK1
367,r1b1nrk1ppq3pp2n1pp23pP33P41QNBP3PP1B2PP2R2RK1
368,r1b1n1k1ppq2rpp2n1pp23pP33P41QNBP3PP1B2PP2R2RK1
369,r1b1n1k1ppq2rpp2n1pp23pP33P42NBP3PPQB2PP2R2RK1
370,r1b1n1k1ppq2rpp2n1p33pPp23P42NBP3PPQB2PP2R2RK1
371,r1b1n1k1ppq2rpp2n1p33pPp23P43BP3PPQBN1PP2R2RK1
372,r3n1k1ppqb1rpp2n1p33pPp23P43BP3PPQBN1PP2R2RK1
373,r3n1k1ppqb1rpp2n1p33pPp23P43BP3PPQBNRPP2R3K1
374,2r1n1k1ppqb1rpp2n1p33pPp23P43BP3PPQBNRPP2R3K1
375,2r1n1k1ppqb1rpp2n1p33pPp23P42BBP3PPQ1NRPP2R3K1
376,2r1n1k1pp1b1rpp1qn1p33pPp23P42BBP3PPQ1NRPP2R3K1
377,2r1n1k1pp1b1rpp1qn1p33pPp23P42BBP3PP1QNRPP2R3K1
378,2r1n1k1pp1bnrpp1q2p33pPp23P42BBP3PP1QNRPP2R3K1
379,2r1n1k1pp1bnrpp1q2p33pPp23P42BBP3PP1QNRPP5RK1
380,2r1n1k1pp2nrpp1q2p31b1pPp23P42BBP3PP1QNRPP5RK1
381,2r1n1k1pp2nrpp1q2p31b1pPp23P42B1P3PP1QNRPP1B3RK1
382,2r1n1k1pp2nrppq3p31b1pPp23P42B1P3PP1QNRPP1B3RK1
383,2r1n1k1pp2nrppq3p31b1pPp23P2P12B1P3PP1QNR1P1B3RK1
384,2r1n1k1pp2nr1pq3p1p11b1pPp23P2P12B1P3PP1QNR1P1B3RK1
385,2r1n1k1pp2nr1pq3p1p11b1pPp23P2P12B1P2PPP1QNR21B3RK1
386,4n1k1ppr1nr1pq3p1p11b1pPp23P2P12B1P2PPP1QNR21B3RK1
387,4n1k1ppr1nr1pq3p1p11b1pPp23P2P12B1P2PPP1QNR21B2R1K1
388,6k1ppr1nrnpq3p1p11b1pPp23P2P12B1P2PPP1QNR21B2R1K1
389,6k1ppr1nrnpq3p1p11b1pPp23P1NP12B1P2PPP1Q1R21B2R1K1
390,2n3k1ppr2rnpq3p1p11b1pPp23P1NP12B1P2PPP1Q1R21B2R1K1
391,2n3k1ppr2rnpq3p1p11b1pPP23P1N22B1P2PPP1Q1R21B2R1K1
392,2n3k1ppr2rnpq3p31b1pPp23P1N22B1P2PPP1Q1R21B2R1K1
393,2n3k1ppr2rnpq3p31b1pPp23P1N22B1P2PPP1Q2R11B2R1K1
394,2n4kppr2rnpq3p31b1pPp23P1N22B1P2PPP1Q2R11B2R1K1
395,2n4kppr2rnpq3p31b1pPp23P1N22B1P2PPP1Q2RK1B2R3
396,2n4kppr2rnp2q1p31b1pPp23P1N22B1P2PPP1Q2RK1B2R3
397,2n4kppr2rnp2q1p31b1pPp23P1N22B1P2PPP1Q2RK1B4R1
398,7kppr1nrnp2q1p31b1pPp23P1N22B1P2PPP1Q2RK1B4R1
399,7kppr1nrnp2q1p31b1pPp23P1N22B1P2PPP3QRK1B4R1
400,4q2kppr1nrnp4p31b1pPp23P1N22B1P2PPP3QRK1B4R1
401,4q2kppr1nrRp4p31b1pPp23P1N22B1P2PPP3Q1K1B4R1
402,r1bqk2rppppbppp3n41B2R382N5PPPP1PPPR1BQ2K1
403,r1bq1rk1ppppbppp3n41B2R382N5PPPP1PPPR1BQ2K1
404,r1bq1rk1ppppbppp3n44R382NB4PPPP1PPPR1BQ2K1
405,r1bq1rk1pppp1ppp3n1b24R382NB4PPPP1PPPR1BQ2K1
406,r1bq1rk1pppp1ppp3n1b2882NBR3PPPP1PPPR1BQ2K1
407,r1bq1rk1pppp1p1p3n1bp1882NBR3PPPP1PPPR1BQ2K1
408,r1bq1rk1pppp1p1p3n1bp1881PNBR3P1PP1PPPR1BQ2K1
409,r1bqr1k1pppp1p1p3n1bp1881PNBR3P1PP1PPPR1BQ2K1
410,r1bqr1k1pppp1p1p3n1bp1881PNBRQ2P1PP1PPPR1B3K1
411,r1bqr1k1pppp1p1p3n2p16b181PNBRQ2P1PP1PPPR1B3K1
412,r1bqR1k1pppp1p1p3n2p16b181PNB1Q2P1PP1PPPR1B3K1
413,r1bqn1k1pppp1p1p6p16b181PNB1Q2P1PP1PPPR1B3K1
414,r1bqn1k1pppp1p1p6p16b181PNB1Q2PBPP1PPPR5K1
415,r1bqn1k1pp1p1p1p2p3p16b181PNB1Q2PBPP1PPPR5K1
416,r1bqn1k1pp1p1p1p2p3p16b14N31P1B1Q2PBPP1PPPR5K1
417,r1bqn1k1pp1pbp1p2p3p184N31P1B1Q2PBPP1PPPR5K1
418,r1bqn1k1pp1pbp1p2p3p184N31P1BQ3PBPP1PPPR5K1
419,r1bqn1k1pp2bp1p2p3p13p44N31P1BQ3PBPP1PPPR5K1
420,r1bqn1k1pp2bp1p2p3p13p43QN31P1B4PBPP1PPPR5K1
421,r1bqn1k1pp2b2p2p2pp13p43QN31P1B4PBPP1PPPR5K1
422,r1bqn1k1pp2b2p2p2pp13p43Q41P1B2N1PBPP1PPPR5K1
423,r2qn1k1pp2b2p2p1bpp13p43Q41P1B2N1PBPP1PPPR5K1
424,r2qn1k1pp2b2p2p1bpp13p43Q41P1B2N1PBPP1PPP4R1K1
425,r2q2k1pp2b1np2p1bpp13p43Q41P1B2N1PBPP1PPP4R1K1
426,r2q2k1pp2b1np2p1bpp13p43Q3P1P1B2N1PBPP1PP14R1K1
427,r5k1pp1qb1np2p1bpp13p43Q3P1P1B2N1PBPP1PP14R1K1
428,r5k1pp1qb1np2p1bpp13p3P3Q41P1B2N1PBPP1PP14R1K1
429,r5k1pp1qbbnp2p2pp13p3P3Q41P1B2N1PBPP1PP14R1K1
430,r5k1pp1qbbnp2p2pP13p43Q41P1B2N1PBPP1PP14R1K1
431,r5k1pp1qb1np2p2pb13p43Q41P1B2N1PBPP1PP14R1K1
432,r5k1pp1qb1np2p2pb13p481P1BQ1N1PBPP1PP14R1K1
433,r7pp1qbknp2p2pb13p481P1BQ1N1PBPP1PP14R1K1
434,r7pp1qbknp2p2pb13p45Q21P1B2N1PBPP1PP14R1K1
435,4r3pp1qbknp2p2pb13p45Q21P1B2N1PBPP1PP14R1K1
436,4r3pp1qbknp2p2pb13p45Q21P1BR1N1PBPP1PP16K1
437,4r3pp1qbk1p2p1npb13p45Q21P1BR1N1PBPP1PP16K1
438,4r3pp1qbk1p2p1npb13p46Q11P1BR1N1PBPP1PP16K1
439,4rn2pp1qbk1p2p2pb13p46Q11P1BR1N1PBPP1PP16K1
440,4rn2pp1qbk1p2p2pb13p1N26Q11P1BR3PBPP1PP16K1
441,4rn2pp1q1k1p2p2pb12bp1N26Q11P1BR3PBPP1PP16K1
442,4rn2pp1q1k1p2p2pbN2bp46Q11P1BR3PBPP1PP16K1
443,4rn2pp1q2kp2p2pbN2bp46Q11P1BR3PBPP1PP16K1
444,4rn2pp1q2kp2p2pb12bp1N26Q11P1BR3PBPP1PP16K1
445,4rn2pp1q2kp2p2pBN2bp46Q11P2R3PBPP1PP16K1
446,4rn2pp4kp2p2pBN2bp46q11P2R3PBPP1PP16K1
447,4rn2pp4kp2p2pB12bp46N11P2R3PBPP1PP16K1
448,5n2pp4kp2p2pB12bp46N11P2r3PBPP1PP16K1
449,5n2pp4kp2p2pB12bp46N11P2P3PBPP2P16K1
450,5n2pp5p2p2pk12bp46N11P2P3PBPP2P16K1
451,5n2pp5p2p2Nk12bp481P2P3PBPP2P16K1
452,5n2pp5p2p2Nk13p41b61P2P3PBPP2P16K1
453,5n2pp5p2p2Nk13p41b61P1PP3PBP3P16K1
454,8pp5p2p1nNk13p41b61P1PP3PBP3P16K1
455,8pp5p2p1nNk13p41b61P1PP3PBP2KP18
456,8pp62p1nNk13p3p1b61P1PP3PBP2KP18
457,8pp62p1nNk13p3p1b4P11P1PP3PBP2K28
458,8pp62p1nNk13p41b4Pp1P1PP3PBP2K28
459,8pp62p1n1k13p3N1b4Pp1P1PP3PBP2K28
460,8pp62pbn1k13p3N6Pp1P1PP3PBP2K28
461,8pp62pbn1k13p3N6Pp1P1PP3PBP3K18
462,8pp63bn1k12pp3N6Pp1P1PP3PBP3K18
463,8pp63bnBk12pp3N6Pp1P1PP3P1P3K18
464,8pp63b1Bk12pp2nN6Pp1P1PP3P1P3K18
465,8pp63b2k12pp2BN6Pp1P1PP3P1P3K18
466,8pp63b42pp2kN6Pp1P1PP3P1P3K18
467,8pp63b42pp2kN6Pp1P1PP2KP1P58
468,8pp682ppb1kN6Pp1P1PP2KP1P58
469,8pp682ppb1k15NPp1P1PP2KP1P58
470,8pp682p1b1k13p1NPp1P1PP2KP1P58
471,8pp64N32p1b1k13p2Pp1P1PP2KP1P58
472,8pp64Nk22p1b33p2Pp1P1PP2KP1P58
473,8pp64Nk22p1b33P2Pp1P1P3KP1P58
474,8pp64Nk24b33p2Pp1P1P3KP1P58
475,8pp65k22N1b33p2Pp1P1P3KP1P58
476,8pp682N1b1k13p2Pp1P1P3KP1P58
477,8pN684b1k13p2Pp1P1P3KP1P58
478,8pN684b33p1kPp1P1P3KP1P58
479,8p78N3b33p1kPp1P1P3KP1P58
480,8p75b2N73p1kPp1P1P3KP1P58
481,8p72N2b283p1kPp1P1P3KP1P58
482,8p72N2b283p2Pp1P1Pk2KP1P58
483,8N75b283p2Pp1P1Pk2KP1P58
484,8N75b283p2Pp1P1P3KP1Pk48
485,882N2b283p2Pp1P1P3KP1Pk48
486,882N2b283p2Pp1P1P3KP1k58
487,882N2b28P2p2Pp1P1P3K2k58
488,882N2b28P2p2Pp1P1k3K88
489,885b28PN1p2Pp1P1k3K88
490,885b28PN1p2Pp1P5K4k38
491,885b2P71N1p2Pp1P5K4k38
492,84b38P71N1p2Pp1P5K4k38
493,84b38P2N43p2Pp1P5K4k38
494,84b38P2N43p2Pp1P3k1K88
495,84N38P73p2Pp1P3k1K88
496,84N38P76Pp1P1p1k1K88
497,888P2N46Pp1P1p1k1K88
498,rnbqkbnrppp2ppp4p33p42PP48PP2PPPPRNBQKBNR
499,rnbqkbnrppp2ppp4p33p42PP42N5PP2PPPPR1BQKBNR
500,rnbqkb1rppp2ppp4pn23p42PP42N5PP2PPPPR1BQKBNR
501,rnbqkb1rppp2ppp4pn23p42PP42N1P3PP3PPPR1BQKBNR
502,rnbqkb1rpp3ppp4pn22pp42PP42N1P3PP3PPPR1BQKBNR
503,rnbqkb1rpp3ppp4pn22pp42PP42N1PN2PP3PPPR1BQKB1R
504,r1bqkb1rpp3ppp2n1pn22pp42PP42N1PN2PP3PPPR1BQKB1R
505,r1bqkb1rpp3ppp2n1pn22pp42PP4P1N1PN21P3PPPR1BQKB1R
506,r1bqkb1rpp3ppp2n1pn22p52pP4P1N1PN21P3PPPR1BQKB1R
507,r1bqkb1rpp3ppp2n1pn22p52BP4P1N1PN21P3PPPR1BQK2R
508,r1bqkb1rpp3ppp2n1pn282Bp4P1N1PN21P3PPPR1BQK2R
509,r1bqkb1rpp3ppp2n1pn282BP4P1N2N21P3PPPR1BQK2R
510,r1bqk2rpp2bppp2n1pn282BP4P1N2N21P3PPPR1BQK2R
511,r1bqk2rpp2bppp2n1pn282BP4P1N2N21P3PPPR1BQ1RK1
512,r1bq1rk1pp2bppp2n1pn282BP4P1N2N21P3PPPR1BQ1RK1
513,r1bq1rk1pp2bppp2n1pn282BP4P1N1BN21P3PPPR2Q1RK1
514,r2q1rk1pp1bbppp2n1pn282BP4P1N1BN21P3PPPR2Q1RK1
515,r2q1rk1pp1bbppp2n1pn282BP4P1NQBN21P3PPPR4RK1
516,2rq1rk1pp1bbppp2n1pn282BP4P1NQBN21P3PPPR4RK1
517,2rq1rk1pp1bbppp2n1pn282BP4P1NQBN21P3PPP2R2RK1
518,2r2rk1pp1bbppp2n1pn2q72BP4P1NQBN21P3PPP2R2RK1
519,2r2rk1pp1bbppp2n1pn2q73P4P1NQBN2BP3PPP2R2RK1
520,2rr2k1pp1bbppp2n1pn2q73P4P1NQBN2BP3PPP2R2RK1
521,2rr2k1pp1bbppp2n1pn2q73P4P1NQBN2BP3PPP2R1R1K1
522,2rrb1k1pp2bppp2n1pn2q73P4P1NQBN2BP3PPP2R1R1K1
523,2rrb1k1pp2bppp2n1pn2q73P4P1NQBN21P3PPP1BR1R1K1
524,2rrb1k1pp2bp1p2n1pnp1q73P4P1NQBN21P3PPP1BR1R1K1
525,2rrb1k1pp2bp1p2n1pnp1q73P4P1N1BN21P2QPPP1BR1R1K1
526,2rrbbk1pp3p1p2n1pnp1q73P4P1N1BN21P2QPPP1BR1R1K1
527,2rrbbk1pp3p1p2n1pnp1q73P4P1N1BN21P2QPPP1BRR2K1
528,2rrb1k1pp3pbp2n1pnp1q73P4P1N1BN21P2QPPP1BRR2K1
529,2rrb1k1pp3pbp2n1pnp1q73P4P1N1BN2BP2QPPP2RR2K1
530,2rrb1k1pp2npbp4pnp1q73P4P1N1BN2BP2QPPP2RR2K1
531,2rrb1k1pp2npbp4pnp1q73P4P1N1BN2BP1Q1PPP2RR2K1
532,2rrb1k1pp2npbpq3pnp183P4P1N1BN2BP1Q1PPP2RR2K1
533,2rrb1k1pp2npbpq3pnp16B13P4P1N2N2BP1Q1PPP2RR2K1
534,2rrb1k1pp3pbpq3pnp15nB13P4P1N2N2BP1Q1PPP2RR2K1
535,2rrb1k1pp3pbpq3pnp15nB13P2P1P1N2N2BP1Q1P1P2RR2K1
536,2rrb1k1pp3pbpq3pnp16B13n2P1P1N2N2BP1Q1P1P2RR2K1
537,2rrb1k1pp3pbpq3pnp16B13N2P1P1N5BP1Q1P1P2RR2K1
538,2rrb1k1pp3pbpq4np14p1B13N2P1P1N5BP1Q1P1P2RR2K1
539,2rrb1k1pp3pbpq4np13Np1B13N2P1P7BP1Q1P1P2RR2K1
540,3rb1k1pp3pbpq4np13Np1B13N2P1P7BP1Q1P1P2rR2K1
541,3rb1k1pp3pbpq4np13Np1B13N2P1P7BP3P1P2QR2K1
542,3rb1k1pp3pbpq4np13N2B13p2P1P7BP3P1P2QR2K1
543,3rb1k1pp3pbpq4np13N2B13R2P1P7BP3P1P2Q3K1
544,3rb1k1pp3pbpq5p13n2B13R2P1P7BP3P1P2Q3K1
545,3rb1k1pp3pbpq5p13R2B16P1P7BP3P1P2Q3K1
546,4b1k1pp3pbpq5p13r2B16P1P7BP3P1P2Q3K1
547,4b1k1pp3pbpq5p13B2B16P1P71P3P1P2Q3K1
548,4b1k1pp3pbp6p13B2B16P1P71P2qP1P2Q3K1
549,4b1k1pp3pbp6p13B2B16P1P6P1P2qP22Q3K1
550,4b1k1pp3pb16pp3B2B16P1P6P1P2qP22Q3K1
551,4b1k1pp3pb16pp6B12B3P1P6P1P2qP22Q3K1
552,4b1k1pp3pb16pp6B12B3P1P4q1P1P3P22Q3K1
553,4b1k1pp3pb16pp6B12B3P1P3Qq1P1P3P26K1
554,4b1k1pp3pb16pp6B12B3P1P3Q2P1P3P23q2K1
555,4b1k1pp3pb16pp6B12B3P1P3Q2P1P3P1K3q4
556,6k1pp3pb12b3pp6B12B3P1P3Q2P1P3P1K3q4
557,6k1pp2Bpb12b3pp82B3P1P3Q2P1P3P1K3q4
558,6k1pp2Bp22b3pp4b32B3P1P3Q2P1P3P1K3q4
559,6k1pp2Bp22b3pp4b32B2PP1P3Q2P1P5K3q4
560,6k1pp2Bp22b3pp82B2bP1P3Q2P1P5K3q4
561,6k1pp2Bp22b3pp82B2QP1P6P1P5K3q4
562,6k1pp2Bp22b3pp82B2QP1P6P1P5K7q
563,6k1pp2Bp22b3pp82B2QP1P5KP1P67q
564,6k1pp2Bp22b3pp82B2QP1P5KP1P66q1
565,r1bqk2rppppbppp2nn41B2N388PPPP1PPPRNBQR1K1
566,r1bqk2rppppbppp2nn44N383B4PPPP1PPPRNBQR1K1
567,r1bq1rk1ppppbppp2nn44N383B4PPPP1PPPRNBQR1K1
568,r1bq1rk1ppppbppp2nn44N2Q83B4PPPP1PPPRNB1R1K1
569,r1bq1rk1ppppb1pp2nn44Np1Q83B4PPPP1PPPRNB1R1K1
570,r1bq1rk1ppppb1pp2nn44Np1Q82NB4PPPP1PPPR1B1R1K1
571,r1bq1rk1ppppb1pp3n44np1Q82NB4PPPP1PPPR1B1R1K1
572,r1bq1rk1ppppb1pp3n44Rp1Q82NB4PPPP1PPPR1B3K1
573,r1bq1rk1ppppb2p3n2p14Rp1Q82NB4PPPP1PPPR1B3K1
574,r1bq1rk1ppppb2p3n2p14Rp282NB1Q2PPPP1PPPR1B3K1
575,r1bq1rk1pp1pb2p2pn2p14Rp282NB1Q2PPPP1PPPR1B3K1
576,r1bq1rk1pp1pb2p2pn2p14Rp281PNB1Q2P1PP1PPPR1B3K1
577,r1bq1rk1pp1pbn1p2p3p14Rp281PNB1Q2P1PP1PPPR1B3K1
578,r1bq1rk1pp1pbn1p2p3p15p281PNB1Q2P1PPRPPPR1B3K1
579,r1bq1rk1pp2bn1p2p3p13p1p281PNB1Q2P1PPRPPPR1B3K1
580,r1bq1rk1pp2bn1p2p3p13p1p281PNB1Q2PBPPRPPPR5K1
581,r1bq1rk1pp3n1p2p2bp13p1p281PNB1Q2PBPPRPPPR5K1
582,r1bq1rk1pp3n1p2p2bp13p1p281PNB1Q2PBPPRPPP4R1K1
583,r1b2rk1pp3n1p2pq1bp13p1p281PNB1Q2PBPPRPPP4R1K1
584,r1b1Rrk1pp3n1p2pq1bp13p1p281PNB1Q2PBPP1PPP4R1K1
585,r3Rrk1pp1b1n1p2pq1bp13p1p281PNB1Q2PBPP1PPP4R1K1
586,R4rk1pp1b1n1p2pq1bp13p1p281PNB1Q2PBPP1PPP4R1K1
587,r5k1pp1b1n1p2pq1bp13p1p281PNB1Q2PBPP1PPP4R1K1
588,r5k1pp1b1n1p2pq1bp13p1p281P1B1Q2PBPP1PPP3NR1K1
589,r5k1pp1b3p2pq1bp13p1pn181P1B1Q2PBPP1PPP3NR1K1
590,r5k1pp1b3p2pq1bp13p1pn181P1B4PBPPQPPP3NR1K1
591,4r1k1pp1b3p2pq1bp13p1pn181P1B4PBPPQPPP3NR1K1
592,4r1k1pp1b3p2pq1bp13p1pn181P1B4PBPP1PPP3NRQK1
593,4r1k1pp1b3p2pq2p13p1pn181P1B4PbPP1PPP3NRQK1
594,4R1k1pp1b3p2pq2p13p1pn181P1B4PbPP1PPP3N1QK1
595,4b1k1pp5p2pq2p13p1pn181P1B4PbPP1PPP3N1QK1
596,4b1k1pp5p2pq2p13p1pn181P1B4PNPP1PPP5QK1
597,rnbqkb1rppp2ppp4pn23p42PP42N2N2PP2PPPPR1BQKB1R
598,rnbqkb1rppp2ppp4pn282pP42N2N2PP2PPPPR1BQKB1R
599,rnbqkb1rppp2ppp4pn282pP42N1PN2PP3PPPR1BQKB1R
600,rnbqkb1rpp3ppp4pn22p52pP42N1PN2PP3PPPR1BQKB1R
601,rnbqkb1rpp3ppp4pn22p52BP42N1PN2PP3PPPR1BQK2R
602,rnbqkb1rpp3ppp4pn282Bp42N1PN2PP3PPPR1BQK2R
603,rnbqkb1rpp3ppp4pn282BP42N2N2PP3PPPR1BQK2R
604,rnbqk2rpp2bppp4pn282BP42N2N2PP3PPPR1BQK2R
605,rnbqk2rpp2bppp4pn282BP42N2N2PP3PPPR1BQ1RK1
606,rnbq1rk1pp2bppp4pn282BP42N2N2PP3PPPR1BQ1RK1
607,rnbq1rk1pp2bppp4pn282BP42N2N2PP2QPPPR1B2RK1
608,r1bq1rk1pp1nbppp4pn282BP42N2N2PP2QPPPR1B2RK1
609,r1bq1rk1pp1nbppp4pn283P41BN2N2PP2QPPPR1B2RK1
610,r1bq1rk1pp2bppp1n2pn283P41BN2N2PP2QPPPR1B2RK1
611,r1bq1rk1pp2bppp1n2pn283P1B21BN2N2PP2QPPPR4RK1
612,r1bq1rk1pp2bppp4pn23n43P1B21BN2N2PP2QPPPR4RK1
613,r1bq1rk1pp2bppp4pn23n43P41BN2NB1PP2QPPPR4RK1
614,r1b2rk1pp2bppp4pn2q2n43P41BN2NB1PP2QPPPR4RK1
615,r1b2rk1pp2bppp4pn2q2n43P41BN2NB1PP2QPPP2R2RK1
616,r4rk1pp1bbppp4pn2q2n43P41BN2NB1PP2QPPP2R2RK1
617,r4rk1pp1bbppp4pn2q2nN33P41BN3B1PP2QPPP2R2RK1
618,r2r2k1pp1bbppp4pn2q2nN33P41BN3B1PP2QPPP2R2RK1
619,r2r2k1pp1bbppp4pn2q2nN33P41BN2QB1PP3PPP2R2RK1
620,r2rb1k1pp2bppp4pn2q2nN33P41BN2QB1PP3PPP2R2RK1
621,r2rb1k1pp2bppp4pn2q2nN33P41BN2QB1PP3PPP2R1R1K1
622,2rrb1k1pp2bppp4pn2q2nN33P41BN2QB1PP3PPP2R1R1K1
623,2rrb1k1pp2bppp4pn2q2nN33P3B1BN2Q2PP3PPP2R1R1K1
624,2rrb1k1pp2bppp4pn2q3N33P3B1Bn2Q2PP3PPP2R1R1K1
625,2rrb1k1pp2bppp4pn2q3N33P3B1BP2Q2P4PPP2R1R1K1
626,2rrb1k1ppq1bppp4pn24N33P3B1BP2Q2P4PPP2R1R1K1
627,2rrb1k1ppq1bppp4pn24N33P3B1BPQ4P4PPP2R1R1K1
628,2rrb1k1ppq1bppp4p33nN33P3B1BPQ4P4PPP2R1R1K1
629,2rrb1k1ppq1Bppp4p33nN33P41BPQ4P4PPP2R1R1K1
630,2rrb1k1pp2qppp4p33nN33P41BPQ4P4PPP2R1R1K1
631,2rrb1k1pp2qppp4p33BN33P42PQ4P4PPP2R1R1K1
632,2r1b1k1pp2qppp4p33rN33P42PQ4P4PPP2R1R1K1
633,2r1b1k1pp2qppp4p33rN32PP43Q4P4PPP2R1R1K1
634,2rrb1k1pp2qppp4p34N32PP43Q4P4PPP2R1R1K1
635,2rrb1k1pp2qppp4p34N32PP43QR3P4PPP2R3K1
636,2rrb1k1pp3ppp3qp34N32PP43QR3P4PPP2R3K1
637,2rrb1k1pp3ppp3qp34N32PP43QR3P4PPP3R2K1
638,2rrb1k1pp4pp3qpp24N32PP43QR3P4PPP3R2K1
639,2rrb1k1pp4pp3qpp24N32PP43Q3RP4PPP3R2K1
640,2rrb1k1pp4p13qpp1p4N32PP43Q3RP4PPP3R2K1
641,2rrb1k1pp4p13qpp1p82PP2N13Q3RP4PPP3R2K1
642,2rrb1k1pp4p14pp1p82PP1qN13Q3RP4PPP3R2K1
643,2rrb1k1pp4p14pp1p82PP1q23QN2RP4PPP3R2K1
644,2rr2k1pp4p14pp1p8b1PP1q23QN2RP4PPP3R2K1
645,2rr2k1pp4p14pp1p8b1PP1q23QNR2P4PPP3R2K1
646,2rr2k1pp4p13qpp1p8b1PP43QNR2P4PPP3R2K1
647,2rr2k1pp4p13qpp1p8b1PP43QNR2P2R1PPP6K1
